Module,Frequency,N,M,Wgt Precision (bits),Act Precision (bits),Out Precision (bits),Area (mm^2),Leakage Power (nW),Dynamic Power (nW),Total Power (nW)
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
systolic_array,700000000,32,32,16,16,64,0,0,1365000000,1365000000
,,,,,,,,,,
