Access time (ns),Add ECC -,Array Power Gating -,Bitline floating -,CL Power Gating -,Cache area (mm^2),Cache height (mm),Cache level (L2/L3) -,"Cache model (NUCA, UCA)  -",Cache width (mm),Core count,DIMM model,Data array cell type -,Data array peripheral type -,Force cache config -,Interconnect Power Gating -,Interconnect projection -,NUCA bank count,"NUCAdesign objective (weight delay, dynamic power, leakage power, cycle time, area)","NUCAdeviate (delay, dynamic power, leakage power, cycle time, area)",Ndbl,Ndcm,Ndsam1,Ndsam2,Ndwl,Nspd,"Optimize ED or ED^2 (ED, ED^2, NONE):",Power Gating Performance Loss,Print input parameters -,"Print level (DETAILED, CONCISE) -",Tag array cell type -,Tag array peripheral type -,Total dynamic read energy per access (nJ),Total dynamic write energy per access (nJ),Total gate leakage power of a bank (mW),Total leakage power of a bank (mW),UCA bank count,WL Power Gating -,Wire inside mat -,Wire outside mat -,"Wire signaling (fullswing, lowswing, default) -","access mode (normal, sequential, fast) -",access_time_ns,activity_ca 0.5,activity_dq 1.0,addr_timing 1.0,area_mm^2,associativity,block size (bytes),burst length,bus_freq 800 MHz,cache type,capacity,"design objective (weight delay, dynamic power, leakage power, cycle time, area)","deviate (delay, dynamic power, leakage power, cycle time, area)",dram_type,duty_cycle 1.0,exclusive read port,exclusive write port,first metric,gate_leak_power_mW,height_mm,internal prefetch width,io state,leak_power_mW,mem_data_width 8,mem_density 4 Gb,mirror_in_bob,num_bobs,num_ca 25,num_channels_per_bob,num_clk  2,num_dq 72,num_dqs 18,num_mem_dq 2,operating temperature (K),output/input bus width,page size (bits),read-write port,read_energy_nJ,ron_value,rtt_value,second metric,single ended read ports,size (bytes),tag size (b),technology (u),tflight_value,third metric,width_mm,write_energy_nJ
,"""true""","""false""","""false""","""false""",,,"""L3""","""UCA""",,8,"""ALL""","""itrs-hp""","""itrs-hp""","""false""","""false""","""conservative""",0,0:100:1000:0:100,10:10000:10000:10000:10000,1,1,0,0,1,0,"""ED""",0.01,"""true""","""CONCISE""","""itrs-hp""","""itrs-hp""",,,,,1,"""false""","""semi-global""","""semi-global""","""Global_30""","""normal""",0.4123600000000001,,,,0.05810700000000001,1,8.0,8,,"""ram""",80,0:100:1000:0:100,20:100000:100000:100000:100000,"""DDR3""",,1,1,"""Cost""",0.42413,0.48970699999999995,8,"""WRITE""",14.4226,,,"""F""",1,,1,,,,,360,64.0,8192,0,0.00595539,34,10000,"""Bandwidth""",0,8192.0,"""default""",0.045,,"""Energy""",0.118657,0.012980799999999999
,"""true""","""false""","""false""","""false""",,,"""L3""","""UCA""",,8,"""ALL""","""itrs-hp""","""itrs-hp""","""false""","""false""","""conservative""",0,0:100:1000:0:100,10:10000:10000:10000:10000,1,1,0,0,1,0,"""ED""",0.01,"""true""","""CONCISE""","""itrs-hp""","""itrs-hp""",,,,,1,"""false""","""semi-global""","""semi-global""","""Global_30""","""normal""",0.203231,,,,0.00517088,1,8.0,8,,"""ram""",80,0:100:1000:0:100,20:100000:100000:100000:100000,"""DDR3""",,1,1,"""Cost""",0.0355487,0.0927709,8,"""WRITE""",0.8660450000000001,,,"""F""",1,,1,,,,,360,64.0,8192,0,0.00158791,34,10000,"""Bandwidth""",0,512.0,"""default""",0.045,,"""Energy""",0.0557382,0.00262003
,"""true""","""false""","""false""","""false""",,,"""L3""","""UCA""",,8,"""ALL""","""itrs-hp""","""itrs-hp""","""false""","""false""","""conservative""",0,0:100:1000:0:100,10:10000:10000:10000:10000,1,1,0,0,1,0,"""ED""",0.01,"""true""","""CONCISE""","""itrs-hp""","""itrs-hp""",,,,,1,"""false""","""semi-global""","""semi-global""","""Global_30""","""normal""",0.294885,,,,0.0158375,1,8.0,8,,"""ram""",80,0:100:1000:0:100,20:100000:100000:100000:100000,"""DDR3""",,1,1,"""Cost""",0.10822799999999999,0.262835,8,"""WRITE""",3.23655,,,"""F""",1,,1,,,,,360,64.0,8192,0,0.00228947,34,10000,"""Bandwidth""",0,2048.0,"""default""",0.045,,"""Energy""",0.0602563,0.00661492
,"""true""","""false""","""false""","""false""",,,"""L3""","""UCA""",,8,"""ALL""","""itrs-hp""","""itrs-hp""","""false""","""false""","""conservative""",0,0:100:1000:0:100,10:10000:10000:10000:10000,1,1,0,0,1,0,"""ED""",0.01,"""true""","""CONCISE""","""itrs-hp""","""itrs-hp""",,,,,1,"""false""","""semi-global""","""semi-global""","""Global_30""","""normal""",0.19556,,,,0.00427272,1,4.0,8,,"""ram""",80,0:100:1000:0:100,20:100000:100000:100000:100000,"""DDR3""",,1,1,"""Cost""",0.0259448,0.102851,8,"""WRITE""",0.550381,,,"""F""",1,,1,,,,,360,32.0,8192,1,0.0008223519999999999,34,10000,"""Bandwidth""",0,256.0,"""default""",0.045,,"""Energy""",0.041542800000000005,0.00143883
,"""true""","""false""","""false""","""false""",,,"""L3""","""UCA""",,8,"""ALL""","""itrs-hp""","""itrs-hp""","""false""","""false""","""conservative""",0,0:100:1000:0:100,10:10000:10000:10000:10000,1,1,0,0,1,0,"""ED""",0.01,"""true""","""CONCISE""","""itrs-hp""","""itrs-hp""",,,,,1,"""false""","""semi-global""","""semi-global""","""Global_30""","""normal""",0.1815,,,,0.00413226,1,8.0,8,,"""ram""",80,0:100:1000:0:100,20:100000:100000:100000:100000,"""DDR3""",,1,1,"""Cost""",0.024259400000000004,0.0747709,8,"""WRITE""",0.615819,,,"""F""",1,,1,,,,,360,64.0,8192,0,0.00154031,34,10000,"""Bandwidth""",0,344.0,"""default""",0.045,,"""Energy""",0.055265699999999994,0.00222937
,"""true""","""false""","""false""","""false""",,,"""L3""","""UCA""",,8,"""ALL""","""itrs-hp""","""itrs-hp""","""false""","""false""","""conservative""",0,0:100:1000:0:100,10:10000:10000:10000:10000,1,1,0,0,1,0,"""ED""",0.01,"""true""","""CONCISE""","""itrs-hp""","""itrs-hp""",,,,,1,"""false""","""semi-global""","""semi-global""","""Global_30""","""normal""",0.269015,,,,0.017247400000000003,1,4.0,8,,"""ram""",80,0:100:1000:0:100,20:100000:100000:100000:100000,"""DDR3""",,1,1,"""Cost""",0.0896271,0.22420700000000002,8,"""WRITE""",2.4542200000000003,,,"""F""",1,,1,,,,,360,32.0,8192,1,0.00191905,34,10000,"""Bandwidth""",0,1368.0,"""default""",0.045,,"""Energy""",0.07692639999999999,0.00330597
,"""true""","""false""","""false""","""false""",,,"""L3""","""UCA""",,8,"""ALL""","""itrs-hp""","""itrs-hp""","""false""","""false""","""conservative""",0,0:100:1000:0:100,10:10000:10000:10000:10000,1,1,0,0,1,0,"""ED""",0.01,"""true""","""CONCISE""","""itrs-hp""","""itrs-hp""",,,,,1,"""false""","""semi-global""","""semi-global""","""Global_30""","""normal""",0.364807,,,,0.07722860000000001,1,8.0,8,,"""ram""",80,0:100:1000:0:100,20:100000:100000:100000:100000,"""DDR3""",,1,1,"""Cost""",0.5471560000000001,0.340487,8,"""WRITE""",18.1568,,,"""F""",1,,1,,,,,360,64.0,8192,0,0.00861098,34,10000,"""Bandwidth""",0,10928.0,"""default""",0.045,,"""Energy""",0.226818,0.0110043
,"""true""","""false""","""false""","""false""",,,"""L3""","""UCA""",,8,"""ALL""","""itrs-hp""","""itrs-hp""","""false""","""false""","""conservative""",0,0:100:1000:0:100,10:10000:10000:10000:10000,1,1,0,0,1,0,"""ED""",0.01,"""true""","""CONCISE""","""itrs-hp""","""itrs-hp""",,,,,1,"""false""","""semi-global""","""semi-global""","""Global_30""","""normal""",0.630132,,,,0.129952,1,4.0,8,,"""ram""",80,0:100:1000:0:100,20:100000:100000:100000:100000,"""DDR3""",,1,1,"""Cost""",0.9346450000000001,0.5377310000000001,8,"""WRITE""",31.4762,,,"""F""",1,,1,,,,,360,32.0,8192,0,0.00774264,34,10000,"""Bandwidth""",0,17884.0,"""default""",0.045,,"""Energy""",0.24166700000000002,0.0097406
,"""true""","""false""","""false""","""false""",,,"""L3""","""UCA""",,8,"""ALL""","""itrs-hp""","""itrs-hp""","""false""","""false""","""conservative""",0,0:100:1000:0:100,10:10000:10000:10000:10000,1,1,0,0,1,0,"""ED""",0.01,"""true""","""CONCISE""","""itrs-hp""","""itrs-hp""",,,,,1,"""false""","""semi-global""","""semi-global""","""Global_30""","""normal""",,,,,,1,8.0,8,,"""ram""",80,0:100:1000:0:100,20:100000:100000:100000:100000,"""DDR3""",,1,1,"""Cost""",,,8,"""WRITE""",,,,"""F""",1,,1,,,,,360,64.0,8192,0,,34,10000,"""Bandwidth""",0,128.0,"""default""",0.045,,"""Energy""",,
,"""true""","""false""","""false""","""false""",,,"""L3""","""UCA""",,8,"""ALL""","""itrs-hp""","""itrs-hp""","""false""","""false""","""conservative""",0,0:100:1000:0:100,10:10000:10000:10000:10000,1,1,0,0,1,0,"""ED""",0.01,"""true""","""CONCISE""","""itrs-hp""","""itrs-hp""",,,,,1,"""false""","""semi-global""","""semi-global""","""Global_30""","""normal""",0.24041300000000002,,,,0.038641699999999994,1,32.0,8,,"""ram""",80,0:100:1000:0:100,20:100000:100000:100000:100000,"""DDR3""",,1,1,"""Cost""",0.123545,0.170959,8,"""WRITE""",3.67023,,,"""F""",1,,1,,,,,360,256.0,8192,0,0.0113488,34,10000,"""Bandwidth""",0,2048.0,"""default""",0.045,,"""Energy""",0.226028,0.0154773
,"""true""","""false""","""false""","""false""",,,"""L3""","""UCA""",,8,"""ALL""","""itrs-hp""","""itrs-hp""","""false""","""false""","""conservative""",0,0:100:1000:0:100,10:10000:10000:10000:10000,1,1,0,0,1,0,"""ED""",0.01,"""true""","""CONCISE""","""itrs-hp""","""itrs-hp""",,,,,1,"""false""","""semi-global""","""semi-global""","""Global_30""","""normal""",0.266296,,,,0.051534800000000006,1,32.0,8,,"""ram""",80,0:100:1000:0:100,20:100000:100000:100000:100000,"""DDR3""",,1,1,"""Cost""",0.229237,0.227767,8,"""WRITE""",7.0452,,,"""F""",1,,1,,,,,360,256.0,8192,0,0.0122829,34,10000,"""Bandwidth""",0,4096.0,"""default""",0.045,,"""Energy""",0.226261,0.0208024
,"""true""","""false""","""false""","""false""",,,"""L3""","""UCA""",,8,"""ALL""","""itrs-hp""","""itrs-hp""","""false""","""false""","""conservative""",0,0:100:1000:0:100,10:10000:10000:10000:10000,1,1,0,0,1,0,"""ED""",0.01,"""true""","""CONCISE""","""itrs-hp""","""itrs-hp""",,,,,1,"""false""","""semi-global""","""semi-global""","""Global_30""","""normal""",0.330297,,,,0.0772472,1,32.0,8,,"""ram""",80,0:100:1000:0:100,20:100000:100000:100000:100000,"""DDR3""",,1,1,"""Cost""",0.420322,0.341023,8,"""WRITE""",13.8148,,,"""F""",1,,1,,,,,360,256.0,8192,0,0.0139322,34,10000,"""Bandwidth""",0,8192.0,"""default""",0.045,,"""Energy""",0.226516,0.031234
,"""true""","""false""","""false""","""false""",,,"""L3""","""UCA""",,8,"""ALL""","""itrs-hp""","""itrs-hp""","""false""","""false""","""conservative""",0,0:100:1000:0:100,10:10000:10000:10000:10000,1,1,0,0,1,0,"""ED""",0.01,"""true""","""CONCISE""","""itrs-hp""","""itrs-hp""",,,,,1,"""false""","""semi-global""","""semi-global""","""Global_30""","""normal""",0.442529,,,,0.12831800000000002,1,32.0,8,,"""ram""",80,0:100:1000:0:100,20:100000:100000:100000:100000,"""DDR3""",,1,1,"""Cost""",0.796284,0.567175,8,"""WRITE""",27.2475,,,"""F""",1,,1,,,,,360,256.0,8192,0,0.017522299999999998,34,10000,"""Bandwidth""",0,16384.0,"""default""",0.045,,"""Energy""",0.226241,0.0523885
,"""true""","""false""","""false""","""false""",,,"""L3""","""UCA""",,8,"""ALL""","""itrs-hp""","""itrs-hp""","""false""","""false""","""conservative""",0,0:100:1000:0:100,10:10000:10000:10000:10000,1,1,0,0,1,0,"""ED""",0.01,"""true""","""CONCISE""","""itrs-hp""","""itrs-hp""",,,,,1,"""false""","""semi-global""","""semi-global""","""Global_30""","""normal""",0.510916,,,,0.245292,1,32.0,8,,"""ram""",80,0:100:1000:0:100,20:100000:100000:100000:100000,"""DDR3""",,1,1,"""Cost""",1.42614,0.5678949999999999,8,"""WRITE""",50.3613,,,"""F""",1,,1,,,,,360,256.0,8192,0,0.0332561,34,10000,"""Bandwidth""",0,32768.0,"""default""",0.045,,"""Energy""",0.4319310000000001,0.06135760000000001
,"""true""","""false""","""false""","""false""",,,"""L3""","""UCA""",,8,"""ALL""","""itrs-hp""","""itrs-hp""","""false""","""false""","""conservative""",0,0:100:1000:0:100,10:10000:10000:10000:10000,1,1,0,0,1,0,"""ED""",0.01,"""true""","""CONCISE""","""itrs-hp""","""itrs-hp""",,,,,1,"""false""","""semi-global""","""semi-global""","""Global_30""","""normal""",0.218752,,,,0.0321197,1,32.0,8,,"""ram""",80,0:100:1000:0:100,20:100000:100000:100000:100000,"""DDR3""",,1,1,"""Cost""",0.06807410000000001,0.142375,8,"""WRITE""",1.9643,,,"""F""",1,,1,,,,,360,256.0,8192,0,0.0109212,34,10000,"""Bandwidth""",0,1024.0,"""default""",0.045,,"""Energy""",0.22559899999999997,0.0128542
,"""true""","""false""","""false""","""false""",,,"""L3""","""UCA""",,8,"""ALL""","""itrs-hp""","""itrs-hp""","""false""","""false""","""conservative""",0,0:100:1000:0:100,10:10000:10000:10000:10000,1,1,0,0,1,0,"""ED""",0.01,"""true""","""CONCISE""","""itrs-hp""","""itrs-hp""",,,,,1,"""false""","""semi-global""","""semi-global""","""Global_30""","""normal""",0.789345,,,,0.440276,1,32.0,8,,"""ram""",80,0:100:1000:0:100,20:100000:100000:100000:100000,"""DDR3""",,1,1,"""Cost""",2.81497,1.01984,8,"""WRITE""",100.15,,,"""F""",1,,1,,,,,360,256.0,8192,0,0.0469002,34,10000,"""Bandwidth""",0,65536.0,"""default""",0.045,,"""Energy""",0.431711,0.103439
,"""true""","""false""","""false""","""false""",,,"""L3""","""UCA""",,8,"""ALL""","""itrs-hp""","""itrs-hp""","""false""","""false""","""conservative""",0,0:100:1000:0:100,10:10000:10000:10000:10000,1,1,0,0,1,0,"""ED""",0.01,"""true""","""CONCISE""","""itrs-hp""","""itrs-hp""",,,,,1,"""false""","""semi-global""","""semi-global""","""Global_30""","""normal""",0.975769,,,,1.0752899999999999,1,32.0,8,,"""ram""",80,0:100:1000:0:100,20:100000:100000:100000:100000,"""DDR3""",,1,1,"""Cost""",5.10452,1.1422700000000001,8,"""WRITE""",187.31799999999998,,,"""F""",1,,1,,,,,360,256.0,8192,0,0.0884135,34,10000,"""Bandwidth""",0,131072.0,"""default""",0.045,,"""Energy""",0.9413600000000001,0.102986
,"""true""","""false""","""false""","""false""",,,"""L3""","""UCA""",,8,"""ALL""","""itrs-hp""","""itrs-hp""","""false""","""false""","""conservative""",0,0:100:1000:0:100,10:10000:10000:10000:10000,1,1,0,0,1,0,"""ED""",0.01,"""true""","""CONCISE""","""itrs-hp""","""itrs-hp""",,,,,1,"""false""","""semi-global""","""semi-global""","""Global_30""","""normal""",,,,,,1,32.0,8,,"""ram""",80,0:100:1000:0:100,20:100000:100000:100000:100000,"""DDR3""",,1,1,"""Cost""",,,8,"""WRITE""",,,,"""F""",1,,1,,,,,360,256.0,8192,0,,34,10000,"""Bandwidth""",0,512.0,"""default""",0.045,,"""Energy""",,
,"""true""","""false""","""false""","""false""",,,"""L3""","""UCA""",,8,"""ALL""","""itrs-hp""","""itrs-hp""","""false""","""false""","""conservative""",0,0:100:1000:0:100,10:10000:10000:10000:10000,1,1,0,0,1,0,"""ED""",0.01,"""true""","""CONCISE""","""itrs-hp""","""itrs-hp""",,,,,1,"""false""","""semi-global""","""semi-global""","""Global_30""","""normal""",,,,,,1,32.0,8,,"""ram""",80,0:100:1000:0:100,20:100000:100000:100000:100000,"""DDR3""",,1,1,"""Cost""",,,8,"""WRITE""",,,,"""F""",1,,1,,,,,360,256.0,8192,0,,34,10000,"""Bandwidth""",0,256.0,"""default""",0.045,,"""Energy""",,
,"""true""","""false""","""false""","""false""",,,"""L3""","""UCA""",,8,"""ALL""","""itrs-hp""","""itrs-hp""","""false""","""false""","""conservative""",0,0:100:1000:0:100,10:10000:10000:10000:10000,1,1,0,0,1,0,"""ED""",0.01,"""true""","""CONCISE""","""itrs-hp""","""itrs-hp""",,,,,1,"""false""","""semi-global""","""semi-global""","""Global_30""","""normal""",,,,,,1,32.0,8,,"""ram""",80,0:100:1000:0:100,20:100000:100000:100000:100000,"""DDR3""",,1,1,"""Cost""",,,8,"""WRITE""",,,,"""F""",1,,1,,,,,360,256.0,8192,0,,34,10000,"""Bandwidth""",0,128.0,"""default""",0.045,,"""Energy""",,
,"""true""","""false""","""false""","""false""",,,"""L3""","""UCA""",,8,"""ALL""","""itrs-hp""","""itrs-hp""","""false""","""false""","""conservative""",0,0:100:1000:0:100,10:10000:10000:10000:10000,1,1,0,0,1,0,"""ED""",0.01,"""true""","""CONCISE""","""itrs-hp""","""itrs-hp""",,,,,1,"""false""","""semi-global""","""semi-global""","""Global_30""","""normal""",,,,,,1,32.0,8,,"""ram""",80,0:100:1000:0:100,20:100000:100000:100000:100000,"""DDR3""",,1,1,"""Cost""",,,8,"""WRITE""",,,,"""F""",1,,1,,,,,360,256.0,8192,0,,34,10000,"""Bandwidth""",0,64.0,"""default""",0.045,,"""Energy""",,
,"""true""","""false""","""false""","""false""",,,"""L3""","""UCA""",,8,"""ALL""","""itrs-hp""","""itrs-hp""","""false""","""false""","""conservative""",0,0:100:1000:0:100,10:10000:10000:10000:10000,1,1,0,0,1,0,"""ED""",0.01,"""true""","""CONCISE""","""itrs-hp""","""itrs-hp""",,,,,1,"""false""","""semi-global""","""semi-global""","""Global_30""","""normal""",1.34821,,,,1.92669,1,32.0,8,,"""ram""",80,0:100:1000:0:100,20:100000:100000:100000:100000,"""DDR3""",,1,1,"""Cost""",10.0833,2.04652,8,"""WRITE""",372.82,,,"""F""",1,,1,,,,,360,256.0,8192,0,0.133305,34,10000,"""Bandwidth""",0,262144.0,"""default""",0.045,,"""Energy""",0.941448,0.162932
,"""true""","""false""","""false""","""false""",,,"""L3""","""UCA""",,8,"""ALL""","""itrs-hp""","""itrs-hp""","""false""","""false""","""conservative""",0,0:100:1000:0:100,10:10000:10000:10000:10000,1,1,0,0,1,0,"""ED""",0.01,"""true""","""CONCISE""","""itrs-hp""","""itrs-hp""",,,,,1,"""false""","""semi-global""","""semi-global""","""Global_30""","""normal""",1.9545099999999997,,,,4.12967,1,32.0,8,,"""ram""",80,0:100:1000:0:100,20:100000:100000:100000:100000,"""DDR3""",,1,1,"""Cost""",19.1256,2.29318,8,"""WRITE""",721.128,,,"""F""",1,,1,,,,,360,256.0,8192,0,0.19836099999999998,34,10000,"""Bandwidth""",0,524288.0,"""default""",0.045,,"""Energy""",1.80085,0.185875
,"""true""","""false""","""false""","""false""",,,"""L3""","""UCA""",,8,"""ALL""","""itrs-hp""","""itrs-hp""","""false""","""false""","""conservative""",0,0:100:1000:0:100,10:10000:10000:10000:10000,1,1,0,0,1,0,"""ED""",0.01,"""true""","""CONCISE""","""itrs-hp""","""itrs-hp""",,,,,1,"""false""","""semi-global""","""semi-global""","""Global_30""","""normal""",0.514638,,,,0.182639,1,4.0,8,,"""ram""",80,0:100:1000:0:100,20:100000:100000:100000:100000,"""DDR3""",,1,1,"""Cost""",0.819414,0.607067,8,"""WRITE""",30.6384,,,"""F""",1,,1,,,,,360,32.0,8192,1,0.011794,34,10000,"""Bandwidth""",0,16384.0,"""default""",0.045,,"""Energy""",0.300854,0.00993758
,"""true""","""false""","""false""","""false""",,,"""L3""","""UCA""",,8,"""ALL""","""itrs-hp""","""itrs-hp""","""false""","""false""","""conservative""",0,0:100:1000:0:100,10:10000:10000:10000:10000,1,1,0,0,1,0,"""ED""",0.01,"""true""","""CONCISE""","""itrs-hp""","""itrs-hp""",,,,,1,"""false""","""semi-global""","""semi-global""","""Global_30""","""normal""",0.676329,,,,0.400231,1,4.0,8,,"""ram""",80,0:100:1000:0:100,20:100000:100000:100000:100000,"""DDR3""",,1,1,"""Cost""",1.45775,0.66589,8,"""WRITE""",56.3135,,,"""F""",1,,1,,,,,360,32.0,8192,1,0.019663800000000002,34,10000,"""Bandwidth""",0,32768.0,"""default""",0.045,,"""Energy""",0.601047,0.014603299999999996
,"""true""","""false""","""false""","""false""",,,"""L3""","""UCA""",,8,"""ALL""","""itrs-hp""","""itrs-hp""","""false""","""false""","""conservative""",0,0:100:1000:0:100,10:10000:10000:10000:10000,1,1,0,0,1,0,"""ED""",0.01,"""true""","""CONCISE""","""itrs-hp""","""itrs-hp""",,,,,1,"""false""","""semi-global""","""semi-global""","""Global_30""","""normal""",0.174717,,,,0.00256888,1,4.0,8,,"""ram""",80,0:100:1000:0:100,20:100000:100000:100000:100000,"""DDR3""",,1,1,"""Cost""",0.0116053,0.06688689999999999,8,"""WRITE""",0.28938800000000003,,,"""F""",1,,1,,,,,360,32.0,8192,1,0.000748547,34,10000,"""Bandwidth""",0,128.0,"""default""",0.045,,"""Energy""",0.0384063,0.0010344000000000002
,"""true""","""false""","""false""","""false""",,,"""L3""","""UCA""",,8,"""ALL""","""itrs-hp""","""itrs-hp""","""false""","""false""","""conservative""",0,0:100:1000:0:100,10:10000:10000:10000:10000,1,1,0,0,1,0,"""ED""",0.01,"""true""","""CONCISE""","""itrs-hp""","""itrs-hp""",,,,,1,"""false""","""semi-global""","""semi-global""","""Global_30""","""normal""",0.200432,,,,0.00254586,1,2.0,8,,"""ram""",80,0:100:1000:0:100,20:100000:100000:100000:100000,"""DDR3""",,1,1,"""Cost""",0.0332537,0.130028,8,"""WRITE""",0.530261,,,"""F""",1,,1,,,,,360,16.0,8192,0,0.000534403,34,10000,"""Bandwidth""",0,256.0,"""default""",0.045,,"""Energy""",0.0195793,0.00107062
,"""true""","""false""","""false""","""false""",,,"""L3""","""UCA""",,8,"""ALL""","""itrs-hp""","""itrs-hp""","""false""","""false""","""conservative""",0,0:100:1000:0:100,10:10000:10000:10000:10000,1,1,0,0,1,0,"""ED""",0.01,"""true""","""CONCISE""","""itrs-hp""","""itrs-hp""",,,,,1,"""false""","""semi-global""","""semi-global""","""Global_30""","""normal""",0.309566,,,,0.054112,1,4.0,8,,"""ram""",80,0:100:1000:0:100,20:100000:100000:100000:100000,"""DDR3""",,1,1,"""Cost""",0.3914,0.238931,8,"""WRITE""",12.7983,,,"""F""",1,,1,,,,,360,32.0,8192,0,0.00627481,34,10000,"""Bandwidth""",0,7680.0,"""default""",0.045,,"""Energy""",0.226475,0.00549161
,"""true""","""false""","""false""","""false""",,,"""L3""","""UCA""",,8,"""ALL""","""itrs-hp""","""itrs-hp""","""false""","""false""","""conservative""",0,0:100:1000:0:100,10:10000:10000:10000:10000,1,1,0,0,1,0,"""ED""",0.01,"""true""","""CONCISE""","""itrs-hp""","""itrs-hp""",,,,,1,"""false""","""semi-global""","""semi-global""","""Global_30""","""normal""",0.45145799999999997,,,,0.09375800000000001,1,16.0,8,,"""ram""",80,0:100:1000:0:100,20:100000:100000:100000:100000,"""DDR3""",,1,1,"""Cost""",0.429983,0.6231909999999999,8,"""WRITE""",15.3126,,,"""F""",1,,1,,,,,360,128.0,8192,1,0.00809265,34,10000,"""Bandwidth""",0,7680.0,"""default""",0.045,,"""Energy""",0.150448,0.027750900000000002
,"""true""","""false""","""false""","""false""",,,"""L3""","""UCA""",,8,"""ALL""","""itrs-hp""","""itrs-hp""","""false""","""false""","""conservative""",0,0:100:1000:0:100,10:10000:10000:10000:10000,1,1,0,0,1,0,"""ED""",0.01,"""true""","""CONCISE""","""itrs-hp""","""itrs-hp""",,,,,1,"""false""","""semi-global""","""semi-global""","""Global_30""","""normal""",0.26454099999999997,,,,0.00547851,1,2.0,8,,"""ram""",80,0:100:1000:0:100,20:100000:100000:100000:100000,"""DDR3""",,1,1,"""Cost""",0.0455311,0.2432840000000001,8,"""WRITE""",1.04562,,,"""F""",1,,1,,,,,360,16.0,8192,0,0.000615546,34,10000,"""Bandwidth""",0,512.0,"""default""",0.045,,"""Energy""",0.022519,0.00170065
,"""true""","""false""","""false""","""false""",,,"""L3""","""UCA""",,8,"""ALL""","""itrs-hp""","""itrs-hp""","""false""","""false""","""conservative""",0,0:100:1000:0:100,10:10000:10000:10000:10000,1,1,0,0,1,0,"""ED""",0.01,"""true""","""CONCISE""","""itrs-hp""","""itrs-hp""",,,,,1,"""false""","""semi-global""","""semi-global""","""Global_30""","""normal""",0.312681,,,,0.055701199999999985,1,4.0,8,,"""ram""",80,0:100:1000:0:100,20:100000:100000:100000:100000,"""DDR3""",,1,1,"""Cost""",0.403339,0.245987,8,"""WRITE""",13.2162,,,"""F""",1,,1,,,,,360,32.0,8192,0,0.0063831,34,10000,"""Bandwidth""",0,7936.0,"""default""",0.045,,"""Energy""",0.226439,0.00557703
,"""true""","""false""","""false""","""false""",,,"""L3""","""UCA""",,8,"""ALL""","""itrs-hp""","""itrs-hp""","""false""","""false""","""conservative""",0,0:100:1000:0:100,10:10000:10000:10000:10000,1,1,0,0,1,0,"""ED""",0.01,"""true""","""CONCISE""","""itrs-hp""","""itrs-hp""",,,,,1,"""false""","""semi-global""","""semi-global""","""Global_30""","""normal""",0.460742,,,,0.0964041,1,16.0,8,,"""ram""",80,0:100:1000:0:100,20:100000:100000:100000:100000,"""DDR3""",,1,1,"""Cost""",0.443141,0.640903,8,"""WRITE""",15.8101,,,"""F""",1,,1,,,,,360,128.0,8192,1,0.0082233,34,10000,"""Bandwidth""",0,7936.0,"""default""",0.045,,"""Energy""",0.150419,0.0285428
,"""true""","""false""","""false""","""false""",,,"""L3""","""UCA""",,8,"""ALL""","""itrs-hp""","""itrs-hp""","""false""","""false""","""conservative""",0,0:100:1000:0:100,10:10000:10000:10000:10000,1,1,0,0,1,0,"""ED""",0.01,"""true""","""CONCISE""","""itrs-hp""","""itrs-hp""",,,,,1,"""false""","""semi-global""","""semi-global""","""Global_30""","""normal""",0.312681,,,,0.054972900000000005,1,2.0,8,,"""ram""",80,0:100:1000:0:100,20:100000:100000:100000:100000,"""DDR3""",,1,1,"""Cost""",0.407064,0.24270799999999998,8,"""WRITE""",13.306,,,"""F""",1,,1,,,,,360,16.0,8192,0,0.00584216,34,10000,"""Bandwidth""",0,7936.0,"""default""",0.045,,"""Energy""",0.226498,0.00378562
,"""true""","""false""","""false""","""false""",,,"""L3""","""UCA""",,8,"""ALL""","""itrs-hp""","""itrs-hp""","""false""","""false""","""conservative""",0,0:100:1000:0:100,10:10000:10000:10000:10000,1,1,0,0,1,0,"""ED""",0.01,"""true""","""CONCISE""","""itrs-hp""","""itrs-hp""",,,,,1,"""false""","""semi-global""","""semi-global""","""Global_30""","""normal""",0.460742,,,,0.0907909,1,8.0,8,,"""ram""",80,0:100:1000:0:100,20:100000:100000:100000:100000,"""DDR3""",,1,1,"""Cost""",0.439312,0.6029979999999999,8,"""WRITE""",15.7312,,,"""F""",1,,1,,,,,360,64.0,8192,1,0.00670033,34,10000,"""Bandwidth""",0,7936.0,"""default""",0.045,,"""Energy""",0.150566,0.014894
,"""true""","""false""","""false""","""false""",,,"""L3""","""UCA""",,8,"""ALL""","""itrs-hp""","""itrs-hp""","""false""","""false""","""conservative""",0,0:100:1000:0:100,10:10000:10000:10000:10000,1,1,0,0,1,0,"""ED""",0.01,"""true""","""CONCISE""","""itrs-hp""","""itrs-hp""",,,,,1,"""false""","""semi-global""","""semi-global""","""Global_30""","""normal""",0.330297,,,,0.0567778,1,2.0,8,,"""ram""",80,0:100:1000:0:100,20:100000:100000:100000:100000,"""DDR3""",,1,1,"""Cost""",0.412925,0.250124,8,"""WRITE""",13.7842,,,"""F""",1,,1,,,,,360,16.0,8192,0,0.00585068,34,10000,"""Bandwidth""",0,8192.0,"""default""",0.045,,"""Energy""",0.226999,0.00373043
